,seller,offerType,price,abtest,vehicleType,gearbox,powerPS,model,kilometer,fuelType,brand,notRepairedDamage,Age
1682,privat,Angebot,1150,test,limousine,manuell,170,5er,150000,lpg,bmw,nein,23.0
1684,privat,Angebot,20700,test,kombi,manuell,265,andere,125000,benzin,audi,nein,12.42
1685,privat,Angebot,1399,test,limousine,automatik,136,omega,150000,benzin,opel,nein,22.42
1686,privat,Angebot,1500,test,kombi,manuell,150,3er,150000,benzin,bmw,nein,24.83
1687,privat,Angebot,400,test,,manuell,82,,125000,,peugeot,,17.0
1688,privat,Angebot,650,test,kombi,manuell,90,passat,150000,benzin,volkswagen,nein,26.92
1689,privat,Angebot,1400,test,limousine,manuell,50,polo,150000,benzin,volkswagen,nein,24.5
1690,privat,Angebot,250,test,kombi,manuell,100,golf,150000,benzin,volkswagen,nein,24.25
1691,privat,Angebot,7250,control,coupe,manuell,231,3er,150000,benzin,bmw,nein,22.0
1693,privat,Angebot,7500,test,bus,manuell,120,c4,60000,benzin,citroen,nein,12.83
1694,privat,Angebot,3333,test,cabrio,manuell,109,2_reihe,125000,benzin,peugeot,nein,18.25
1695,privat,Angebot,6900,test,limousine,manuell,218,3er,150000,benzin,bmw,nein,16.67
1696,privat,Angebot,9500,test,kombi,automatik,310,a4,80000,diesel,audi,nein,10.33
1700,privat,Angebot,16800,control,suv,automatik,197,sorento,125000,diesel,kia,nein,12.0
1702,privat,Angebot,4600,control,cabrio,manuell,136,slk,150000,benzin,mercedes_benz,nein,23.08
1703,privat,Angebot,2450,test,kombi,manuell,131,sharan,5000,diesel,volkswagen,,19.42
1704,privat,Angebot,3000,control,coupe,manuell,110,civic,125000,benzin,honda,,17.75
1705,privat,Angebot,200,test,kleinwagen,manuell,75,golf,150000,benzin,volkswagen,ja,28.0
1706,privat,Angebot,8350,test,kombi,automatik,179,a6,150000,diesel,audi,nein,15.5
1707,privat,Angebot,7200,test,kombi,manuell,224,a6,150000,diesel,audi,nein,15.42
1708,privat,Angebot,3900,test,kleinwagen,manuell,69,yaris,70000,benzin,toyota,nein,15.83
1709,privat,Angebot,4500,control,coupe,manuell,106,megane,150000,diesel,renault,nein,12.33
1710,privat,Angebot,14900,control,kleinwagen,automatik,75,yaris,20000,hybrid,toyota,nein,7.42
1711,privat,Angebot,14999,test,bus,automatik,131,transporter,150000,diesel,volkswagen,nein,12.08
1712,privat,Angebot,555,test,kleinwagen,manuell,55,fiesta,125000,benzin,ford,nein,22.0
1713,privat,Angebot,4000,test,limousine,automatik,143,e_klasse,150000,diesel,mercedes_benz,nein,20.17
1715,privat,Angebot,8699,control,cabrio,manuell,150,tt,100000,benzin,audi,nein,19.25
1716,privat,Angebot,15990,test,kombi,automatik,190,a6,150000,diesel,audi,nein,13.0
1717,privat,Angebot,200,test,limousine,manuell,125,carisma,150000,benzin,mitsubishi,,22.67
1718,privat,Angebot,2600,control,limousine,manuell,143,c_klasse,150000,diesel,mercedes_benz,nein,21.5
1719,privat,Angebot,75900,test,suv,automatik,382,cayenne,30000,diesel,porsche,nein,7.5
1720,privat,Angebot,2250,control,kleinwagen,manuell,101,clio,150000,diesel,renault,nein,17.25
1721,privat,Angebot,14600,control,coupe,automatik,177,3er,150000,diesel,bmw,nein,12.08
1722,privat,Angebot,15990,control,limousine,automatik,122,a1,50000,benzin,audi,nein,9.33
1723,privat,Angebot,26900,test,suv,automatik,239,touareg,150000,diesel,volkswagen,nein,11.5
1724,privat,Angebot,3999,control,coupe,automatik,71,fortwo,60000,benzin,smart,nein,15.0
1725,privat,Angebot,230,control,kleinwagen,manuell,60,polo,150000,benzin,volkswagen,nein,24.83
1726,privat,Angebot,850,control,limousine,manuell,60,golf,150000,benzin,volkswagen,nein,26.33
1727,privat,Angebot,650,control,kombi,manuell,125,passat,150000,benzin,volkswagen,ja,25.0
1728,privat,Angebot,1099,control,limousine,manuell,143,5er,150000,diesel,bmw,,26.17
1729,privat,Angebot,13950,control,kombi,automatik,232,a6,150000,diesel,audi,nein,13.75
1730,privat,Angebot,2299,test,limousine,manuell,75,leon,125000,,seat,nein,20.58
1731,privat,Angebot,1400,test,limousine,manuell,101,golf,150000,benzin,volkswagen,nein,21.17
1732,privat,Angebot,2650,test,limousine,manuell,75,golf,100000,benzin,volkswagen,nein,20.75
1733,privat,Angebot,199,control,limousine,manuell,136,1er,20000,benzin,bmw,,7.67
1734,privat,Angebot,699,test,kombi,manuell,136,omega,150000,benzin,opel,nein,24.75
1735,privat,Angebot,3600,control,bus,manuell,116,galaxy,150000,diesel,ford,nein,17.33
1736,privat,Angebot,1899,control,kleinwagen,manuell,90,,150000,diesel,volkswagen,nein,22.0
1737,privat,Angebot,1850,test,kleinwagen,manuell,75,corsa,150000,diesel,opel,nein,20.33
1738,privat,Angebot,550,test,limousine,automatik,115,andere,150000,benzin,volvo,nein,25.58
1740,privat,Angebot,5300,test,limousine,manuell,105,golf,90000,benzin,volkswagen,,16.58
1741,privat,Angebot,1650,test,,manuell,116,,125000,benzin,volkswagen,,5.67
1742,privat,Angebot,2900,control,kleinwagen,manuell,65,picanto,90000,benzin,kia,nein,17.0
1743,privat,Angebot,22000,test,kombi,automatik,170,e_klasse,70000,diesel,mercedes_benz,nein,10.25
1744,privat,Angebot,5900,test,limousine,manuell,147,6_reihe,125000,benzin,mazda,nein,15.67
1745,privat,Angebot,4000,test,limousine,manuell,140,golf,150000,diesel,volkswagen,,17.92
1746,privat,Angebot,12800,test,coupe,manuell,250,tt,150000,benzin,audi,nein,14.42
1747,privat,Angebot,14000,test,kombi,manuell,143,3er,125000,benzin,bmw,nein,11.25
1748,privat,Angebot,299,control,,manuell,55,1_reihe,150000,,peugeot,ja,21.83
1749,privat,Angebot,950,control,coupe,automatik,130,900,150000,benzin,saab,nein,26.58
1750,privat,Angebot,749,control,limousine,manuell,101,vectra,150000,benzin,opel,ja,21.42
1751,privat,Angebot,3499,test,limousine,manuell,143,3er,150000,benzin,bmw,nein,19.42
1752,privat,Angebot,2200,test,kombi,manuell,110,golf,150000,diesel,volkswagen,nein,19.33
1753,privat,Angebot,1500,control,cabrio,manuell,75,golf,150000,benzin,volkswagen,,26.0
1754,privat,Angebot,5799,control,bus,manuell,116,sharan,150000,diesel,volkswagen,nein,16.25
1755,privat,Angebot,2670,control,kombi,manuell,110,corolla,150000,benzin,toyota,nein,19.17
1757,privat,Angebot,1000,control,coupe,manuell,140,3er,150000,benzin,bmw,nein,28.58
1759,privat,Angebot,3590,test,suv,automatik,150,andere,150000,diesel,hyundai,nein,18.67
1760,privat,Angebot,7700,test,coupe,manuell,150,3er,150000,diesel,bmw,nein,16.92
1761,privat,Angebot,1600,test,kombi,manuell,101,passat,150000,benzin,volkswagen,nein,21.17
1763,privat,Angebot,9000,test,coupe,manuell,40,,80000,benzin,sonstige_autos,nein,58.33
1764,privat,Angebot,2100,control,kleinwagen,manuell,75,corsa,100000,benzin,opel,nein,19.58
1765,privat,Angebot,4000,control,kombi,automatik,125,c_klasse,90000,benzin,mercedes_benz,,19.58
1766,privat,Angebot,2850,control,kombi,automatik,116,c_klasse,150000,diesel,mercedes_benz,nein,18.42
1767,privat,Angebot,299,test,kombi,manuell,101,astra,150000,benzin,opel,ja,25.33
1768,privat,Angebot,4800,control,suv,automatik,163,m_klasse,150000,,mercedes_benz,nein,19.83
1769,privat,Angebot,4900,control,kleinwagen,manuell,73,2_reihe,20000,benzin,peugeot,nein,12.5
1770,privat,Angebot,10500,test,suv,manuell,250,cayenne,150000,benzin,porsche,,16.5
1771,privat,Angebot,1000,control,limousine,manuell,150,5er,150000,benzin,bmw,ja,24.75
1772,privat,Angebot,6850,test,cabrio,manuell,102,beetle,125000,benzin,volkswagen,nein,18.5
1773,privat,Angebot,1199,control,kleinwagen,manuell,75,corsa,125000,benzin,opel,nein,19.33
1774,privat,Angebot,7499,test,kombi,manuell,105,fabia,125000,benzin,skoda,nein,11.5
1775,privat,Angebot,600,control,limousine,automatik,90,r19,150000,benzin,renault,nein,26.83
1776,privat,Angebot,21900,test,cabrio,,306,sl,70000,benzin,mercedes_benz,nein,19.75
1777,privat,Angebot,5999,test,cabrio,manuell,26,601,60000,benzin,trabant,nein,44.58
1779,privat,Angebot,16500,control,coupe,automatik,140,cc,80000,diesel,volkswagen,nein,11.0
1780,privat,Angebot,2999,test,limousine,manuell,116,3er,150000,benzin,bmw,nein,18.08
1781,privat,Angebot,10450,control,andere,automatik,110,note,40000,benzin,nissan,nein,9.42
1782,privat,Angebot,13400,test,limousine,automatik,224,e_klasse,150000,diesel,mercedes_benz,nein,14.25
1783,privat,Angebot,3350,test,limousine,manuell,116,focus,150000,diesel,ford,nein,15.08
1784,privat,Angebot,2100,test,kleinwagen,manuell,101,polo,150000,benzin,volkswagen,ja,19.58
1785,privat,Angebot,6000,control,kombi,manuell,86,logan,90000,diesel,dacia,nein,11.83
1786,privat,Angebot,9990,test,coupe,automatik,231,c_klasse,150000,diesel,mercedes_benz,nein,17.42
1787,privat,Angebot,2499,test,kombi,manuell,90,octavia,150000,diesel,skoda,nein,20.92
1788,privat,Angebot,299,test,limousine,manuell,65,andere,150000,benzin,skoda,,25.08
1789,privat,Angebot,590,control,limousine,manuell,103,andere,150000,benzin,rover,nein,22.75
1790,privat,Angebot,800,test,kombi,manuell,74,golf,150000,,volkswagen,nein,28.92
1791,privat,Angebot,2600,control,limousine,manuell,90,mondeo,150000,,ford,,20.08
1792,privat,Angebot,6999,control,limousine,manuell,140,a3,150000,diesel,audi,nein,14.42
1793,privat,Angebot,2490,test,kleinwagen,manuell,60,punto,80000,benzin,fiat,nein,19.08
1794,privat,Angebot,6699,test,kombi,manuell,109,ceed,60000,benzin,kia,nein,13.58
1795,privat,Angebot,26500,test,limousine,automatik,258,5er,150000,diesel,bmw,nein,9.67
1796,privat,Angebot,2399,control,kombi,manuell,99,3er,150000,benzin,bmw,nein,29.42
1797,privat,Angebot,9300,control,kombi,automatik,185,xc_reihe,150000,diesel,volvo,nein,14.58
1800,privat,Angebot,1499,test,coupe,manuell,90,tigra,150000,benzin,opel,nein,25.92
1801,privat,Angebot,6900,test,bus,manuell,125,altea,90000,benzin,seat,nein,12.25
1802,privat,Angebot,1299,control,coupe,manuell,150,,150000,benzin,bmw,,28.0
1803,privat,Angebot,12999,control,limousine,manuell,272,golf,90000,benzin,volkswagen,nein,11.25
1804,privat,Angebot,6300,control,limousine,manuell,150,a3,150000,benzin,audi,,17.08
1805,privat,Angebot,1300,test,kombi,manuell,75,astra,150000,diesel,opel,ja,19.17
1806,privat,Angebot,2850,test,limousine,manuell,145,mondeo,150000,benzin,ford,nein,18.58
1809,privat,Angebot,8000,control,bus,manuell,129,verso,90000,benzin,toyota,nein,18.0
1810,privat,Angebot,2700,control,limousine,manuell,163,c_klasse,150000,benzin,mercedes_benz,nein,21.58
1811,privat,Angebot,10900,control,kombi,manuell,177,3er,150000,diesel,bmw,nein,13.83
1813,privat,Angebot,2200,control,kombi,automatik,163,passat,150000,diesel,volkswagen,nein,18.33
1814,privat,Angebot,9900,control,kombi,manuell,204,c_klasse,125000,benzin,mercedes_benz,nein,15.58
1815,privat,Angebot,1650,control,kleinwagen,manuell,75,golf,150000,benzin,volkswagen,nein,24.0
1816,privat,Angebot,4300,test,cabrio,manuell,100,,150000,diesel,volkswagen,,17.33
1817,privat,Angebot,4200,test,,manuell,150,kadett,150000,benzin,opel,nein,4.33
1818,privat,Angebot,4998,control,kleinwagen,manuell,80,corsa,125000,benzin,opel,nein,14.58
1819,privat,Angebot,4000,control,limousine,manuell,105,astra,150000,benzin,opel,nein,17.25
1820,privat,Angebot,7400,test,kleinwagen,manuell,95,a_klasse,150000,benzin,mercedes_benz,nein,11.58
1821,privat,Angebot,600,control,limousine,manuell,101,a6,150000,benzin,audi,nein,26.67
1822,privat,Angebot,2299,test,limousine,manuell,143,andere,150000,diesel,mercedes_benz,nein,20.5
1823,privat,Angebot,5900,test,bus,manuell,140,zafira,150000,benzin,opel,nein,13.17
1824,privat,Angebot,3000,control,kombi,manuell,75,golf,125000,,volkswagen,nein,20.17
1825,privat,Angebot,400,control,kleinwagen,manuell,75,fiesta,90000,benzin,ford,,25.17
1826,privat,Angebot,7900,test,kombi,manuell,105,golf,100000,diesel,volkswagen,,13.75
1827,privat,Angebot,3300,test,kombi,manuell,75,fabia,150000,benzin,skoda,nein,16.33
1828,privat,Angebot,2800,test,bus,automatik,122,v_klasse,150000,diesel,mercedes_benz,ja,20.25
1829,privat,Angebot,6500,test,,automatik,101,focus,70000,,ford,nein,4.5
1830,privat,Angebot,6500,test,limousine,manuell,105,jetta,150000,diesel,volkswagen,nein,15.83
1831,privat,Angebot,10500,test,coupe,automatik,170,clk,125000,diesel,mercedes_benz,nein,15.58
1832,privat,Angebot,1650,test,kombi,manuell,140,v70,150000,benzin,volvo,nein,22.0
1833,privat,Angebot,4799,test,,manuell,130,mondeo,90000,diesel,ford,nein,4.33
1834,privat,Angebot,10700,test,limousine,manuell,146,1er,125000,diesel,bmw,nein,11.5
1835,privat,Angebot,350,control,cabrio,manuell,75,astra,5000,benzin,opel,ja,26.0
1836,privat,Angebot,2950,control,limousine,automatik,150,3er,150000,diesel,bmw,nein,19.42
1837,privat,Angebot,3099,control,limousine,manuell,169,civic,150000,benzin,honda,nein,24.33
1838,privat,Angebot,28000,test,suv,automatik,239,touareg,80000,diesel,volkswagen,nein,10.33
1840,privat,Angebot,3900,control,limousine,manuell,146,,150000,,bmw,,17.17
1841,privat,Angebot,550,test,coupe,manuell,131,andere,150000,benzin,saab,nein,24.0
1842,privat,Angebot,1250,control,bus,manuell,99,andere,150000,diesel,hyundai,nein,21.0
1843,privat,Angebot,400,test,kleinwagen,manuell,50,ibiza,150000,benzin,seat,,24.33
1844,privat,Angebot,650,control,bus,,77,transporter,150000,diesel,volkswagen,nein,25.42
1845,privat,Angebot,19600,test,cabrio,automatik,163,slk,40000,benzin,mercedes_benz,nein,13.58
1846,privat,Angebot,1500,control,,manuell,115,bora,150000,benzin,volkswagen,,4.0
1847,privat,Angebot,1000,test,kleinwagen,manuell,54,corsa,125000,benzin,opel,nein,21.0
1848,privat,Angebot,3250,control,limousine,manuell,136,100,150000,benzin,audi,nein,35.0
1849,privat,Angebot,7999,test,kleinwagen,manuell,60,up,60000,benzin,volkswagen,nein,9.92
1850,privat,Angebot,14800,control,kombi,automatik,156,c_klasse,125000,benzin,mercedes_benz,nein,11.67
1852,privat,Angebot,4350,control,limousine,manuell,101,touran,150000,diesel,volkswagen,nein,15.5
1853,privat,Angebot,6600,test,kombi,automatik,140,passat,150000,diesel,volkswagen,nein,16.83
1854,privat,Angebot,8500,test,cabrio,manuell,133,andere,90000,benzin,audi,nein,29.42
1855,privat,Angebot,1700,test,limousine,automatik,230,a8,150000,benzin,audi,nein,24.92
1856,privat,Angebot,5000,test,limousine,manuell,140,octavia,150000,diesel,skoda,nein,16.08
1857,privat,Angebot,3900,test,kleinwagen,manuell,75,polo,150000,benzin,volkswagen,nein,15.33
1858,privat,Angebot,950,control,,manuell,45,corsa,150000,benzin,opel,nein,4.5
1859,privat,Angebot,1750,test,kleinwagen,manuell,125,corsa,150000,benzin,opel,nein,18.33
1860,privat,Angebot,7490,control,cabrio,manuell,120,2_reihe,50000,benzin,peugeot,nein,12.5
1861,privat,Angebot,3999,control,,manuell,75,golf,150000,benzin,volkswagen,,4.0
1862,privat,Angebot,1300,control,cabrio,manuell,120,,125000,benzin,sonstige_autos,ja,20.33
1863,privat,Angebot,3699,control,suv,automatik,272,m_klasse,150000,benzin,mercedes_benz,nein,21.25
1865,privat,Angebot,4999,control,kombi,automatik,182,5er,150000,diesel,bmw,nein,18.75
1867,privat,Angebot,11400,test,coupe,manuell,280,,150000,benzin,nissan,,16.75
1868,privat,Angebot,3050,control,kombi,manuell,116,3er,150000,benzin,bmw,nein,17.08
1869,privat,Angebot,1250,control,bus,manuell,101,zafira,150000,diesel,opel,nein,21.75
1870,privat,Angebot,4490,control,limousine,manuell,150,3er,150000,diesel,bmw,nein,17.5
1871,privat,Angebot,500,control,limousine,manuell,90,,100000,benzin,renault,,24.58
1872,privat,Angebot,14500,test,cabrio,manuell,163,clk,125000,benzin,mercedes_benz,nein,15.5
1873,privat,Angebot,5800,test,bus,automatik,136,b_klasse,20000,benzin,mercedes_benz,nein,15.58
1874,privat,Angebot,1600,control,limousine,automatik,150,,150000,benzin,bmw,nein,25.0
1875,privat,Angebot,990,test,kleinwagen,manuell,75,corsa,150000,benzin,opel,nein,23.33
1876,privat,Angebot,800,test,kleinwagen,manuell,40,corsa,150000,benzin,opel,,21.67
1878,privat,Angebot,129000,control,coupe,manuell,408,911,125000,benzin,porsche,nein,26.75
1879,privat,Angebot,4999,control,kombi,manuell,210,passat,150000,benzin,volkswagen,,23.25
1880,privat,Angebot,13150,test,limousine,manuell,105,golf,70000,benzin,volkswagen,nein,9.75
1881,privat,Angebot,1850,test,bus,manuell,75,berlingo,150000,benzin,citroen,,19.67
1882,privat,Angebot,2799,test,kombi,automatik,145,mondeo,150000,benzin,ford,nein,19.17
1883,privat,Angebot,9900,test,limousine,automatik,385,a8,150000,benzin,audi,,18.5
1884,privat,Angebot,1850,control,limousine,manuell,150,passat,150000,benzin,volkswagen,nein,24.92
1886,privat,Angebot,1999,control,bus,manuell,77,transporter,150000,diesel,volkswagen,ja,30.0
1887,privat,Angebot,2650,test,limousine,manuell,105,golf,150000,benzin,volkswagen,nein,18.75
1888,privat,Angebot,22800,test,cabrio,manuell,231,slk,20000,benzin,mercedes_benz,nein,10.33
1889,privat,Angebot,1950,control,,automatik,90,golf,70000,benzin,volkswagen,nein,3.83
1890,privat,Angebot,2600,control,limousine,manuell,111,megane,125000,benzin,renault,nein,14.33
1891,privat,Angebot,7199,control,kombi,manuell,163,3er,150000,diesel,bmw,nein,16.92
1892,privat,Angebot,15990,test,suv,automatik,224,m_klasse,150000,diesel,mercedes_benz,ja,12.92
1893,privat,Angebot,2299,control,coupe,manuell,52,andere,150000,benzin,fiat,nein,49.5
1895,privat,Angebot,2980,test,kleinwagen,manuell,60,3_reihe,60000,benzin,mazda,,37.33
1896,privat,Angebot,750,test,limousine,manuell,75,golf,125000,benzin,volkswagen,nein,26.75
1897,privat,Angebot,650,control,kleinwagen,manuell,75,3_reihe,90000,benzin,mazda,,22.25
1898,privat,Angebot,1349,control,kleinwagen,manuell,80,punto,150000,diesel,fiat,,20.33
1900,privat,Angebot,7800,test,limousine,automatik,177,e_klasse,150000,benzin,mercedes_benz,,19.83
1901,privat,Angebot,2600,control,,manuell,165,,150000,benzin,opel,nein,26.5
1902,privat,Angebot,450,test,kleinwagen,,132,punto,150000,,fiat,,21.0
1904,privat,Angebot,2200,control,limousine,manuell,101,golf,150000,benzin,volkswagen,nein,23.67
1906,privat,Angebot,7250,test,,manuell,231,x_reihe,150000,,bmw,nein,4.58
1908,privat,Angebot,2250,control,,,75,focus,150000,benzin,ford,nein,4.58
1909,privat,Angebot,9800,control,limousine,automatik,163,e_klasse,100000,benzin,mercedes_benz,nein,17.92
1910,privat,Angebot,1200,test,kombi,manuell,107,megane,150000,,renault,,21.83
1911,privat,Angebot,3600,control,limousine,manuell,101,a3,150000,diesel,audi,nein,18.25
1912,privat,Angebot,1200,test,limousine,manuell,120,c_klasse,125000,benzin,mercedes_benz,,21.33
1913,privat,Angebot,5400,test,coupe,manuell,192,3er,150000,benzin,bmw,nein,20.25
1914,privat,Angebot,3200,test,,manuell,133,a3,150000,,audi,,4.42
1915,privat,Angebot,10500,test,suv,manuell,90,kangoo,150000,diesel,renault,nein,9.42
1917,privat,Angebot,2900,test,kombi,manuell,145,mondeo,150000,benzin,ford,nein,18.08
1918,privat,Angebot,1300,test,limousine,automatik,90,andere,5000,benzin,chrysler,ja,43.0
1919,privat,Angebot,1000,control,limousine,manuell,75,golf,150000,benzin,volkswagen,nein,22.5
1920,privat,Angebot,1450,test,kombi,automatik,193,3er,150000,lpg,bmw,,26.5
1921,privat,Angebot,1250,test,kleinwagen,manuell,58,corsa,150000,benzin,opel,nein,20.42
1922,privat,Angebot,21900,control,limousine,automatik,140,golf,40000,benzin,volkswagen,nein,7.33
1923,privat,Angebot,4200,control,andere,manuell,75,caddy,150000,diesel,volkswagen,,38.42
1924,privat,Angebot,3500,control,bus,automatik,122,v_klasse,150000,diesel,mercedes_benz,,21.92
1927,privat,Angebot,6650,test,kombi,manuell,116,mondeo,150000,diesel,ford,nein,14.0
1928,privat,Angebot,2200,control,limousine,manuell,75,golf,150000,,volkswagen,nein,22.42
1929,privat,Angebot,2700,test,kombi,manuell,87,logan,150000,benzin,dacia,nein,11.92
1930,privat,Angebot,5500,test,limousine,manuell,101,focus,150000,benzin,ford,nein,18.0
1931,privat,Angebot,6990,control,suv,manuell,140,golf,150000,diesel,volkswagen,nein,14.33
1932,privat,Angebot,2900,test,cabrio,automatik,10,,30000,benzin,sonstige_autos,nein,19.5
1933,privat,Angebot,8900,control,kombi,automatik,231,,150000,diesel,bmw,nein,16.83
1934,privat,Angebot,8999,test,kombi,automatik,177,5er,150000,diesel,bmw,nein,18.0
1936,privat,Angebot,7500,test,limousine,manuell,126,auris,100000,diesel,toyota,nein,13.25
